source_site,category_url,article_url,article_title,article_published_at,article_views,comment_index,comment,author,comment_date,likes,dislikes,scraped_at
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724089-opera-na-ploshtada-se-otmenya-vrashtat-parite-za-bileti,"""Опера на площада"" се отменя, връщат парите за билети",07.06.2026 | 09:13 ч.,,7,"В областните градове има можещи изпълнители и добри състави, винаги когато обикаляме из страната посещаваме било театър било други културни мероприятия.",анонимен,преди 2 минути,0,0,2026-06-07 10:52:18
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724089-opera-na-ploshtada-se-otmenya-vrashtat-parite-za-bileti,"""Опера на площада"" се отменя, връщат парите за билети",07.06.2026 | 09:13 ч.,,6,Жалко..няма да могат да откраднат от това събитие..,анонимен,преди 29 минути,4,1,2026-06-07 10:52:18
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724089-opera-na-ploshtada-se-otmenya-vrashtat-parite-za-bileti,"""Опера на площада"" се отменя, връщат парите за билети",07.06.2026 | 09:13 ч.,,5,Каква опера ще се получи на площад с нулева акустика е друг въпрос?,Алекс,преди 56 минути,8,2,2026-06-07 10:52:18
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724089-opera-na-ploshtada-se-otmenya-vrashtat-parite-za-bileti,"""Опера на площада"" се отменя, връщат парите за билети",07.06.2026 | 09:13 ч.,,4,"Тази сутрин и доста съботи и недели ""Денят започва"" с Георги Любенов, а участниците съвсем в началото на интервютата не поглеждат имената си за по няколко секунди, а на Г.Л. в ""Денят започва"" надписът му стои по 3-те часа!",Зрител,преди 1 час,0,2,2026-06-07 10:52:18
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724089-opera-na-ploshtada-se-otmenya-vrashtat-parite-za-bileti,"""Опера на площада"" се отменя, връщат парите за билети",07.06.2026 | 09:13 ч.,,3,"Пари за заплатите на шапкарите от НАТО има, за опера няма!",Нибелунг,преди 1 час,10,2,2026-06-07 10:52:18
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724089-opera-na-ploshtada-se-otmenya-vrashtat-parite-za-bileti,"""Опера на площада"" се отменя, връщат парите за билети",07.06.2026 | 09:13 ч.,,2,"Какви опери на площада, какви пет евро. То да видим утре дали ще преведат пенсиите.",Пнесионер-баритон,преди 1 час,10,5,2026-06-07 10:52:18
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724089-opera-na-ploshtada-se-otmenya-vrashtat-parite-za-bileti,"""Опера на площада"" се отменя, връщат парите за билети",07.06.2026 | 09:13 ч.,,1,"""Пускай Мангарангааааааааааа!""",Кауфланд ЕООД,преди 1 час,6,5,2026-06-07 10:52:18
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724088-charlz-treti-na-svatba-ozheni-plemenika-si,"Чарлз Трети на сватба, ожени племеника си",07.06.2026 | 08:58 ч.,,3,Браво на Чарлз Три!,анонимен,преди 17 минути,0,1,2026-06-07 10:52:21
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724088-charlz-treti-na-svatba-ozheni-plemenika-si,"Чарлз Трети на сватба, ожени племеника си",07.06.2026 | 08:58 ч.,,2,тоя да си яхва камилата и да го няма на света,анонимен,преди 56 минути,3,0,2026-06-07 10:52:21
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724088-charlz-treti-na-svatba-ozheni-plemenika-si,"Чарлз Трети на сватба, ожени племеника си",07.06.2026 | 08:58 ч.,,1,до 1 в момента сме си баш такива,анонимен,преди 1 час,2,0,2026-06-07 10:52:21
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724086-hilyadi-fenove-napraviha-nay-golyamata-meksikanska-valna-v-sveta,Хиляди фенове направиха най-голямата мексиканска вълна в света,07.06.2026 | 08:29 ч.,,1,Видео?!,анонимен,преди 12 минути,0,0,2026-06-07 10:52:23
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,9,"Всичко в БДЖ е ретро, най вече кадрите...",Красимир Д.,преди 13 минути,0,0,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,8,"Tова е тактично напомняне на ерлектората, че нови влакове няма и няма да имаааа.....","Да де, ама...",преди 49 минути,0,0,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,7,Същия като повечето влакове,анонимен,преди 1 час,0,0,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,6,И толкова ли е трудно да се качи снимка на мотрисата вместо на някакви вагони?,Алекс,преди 1 час,3,0,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,5,"Пари няма, но апарата продължава да лудува на гърба на бачкера.",Тъпан,преди 2 часа,1,2,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,4,Банкя е истински оазис! Прекрасно място с невероятна природа! Супер инициатива!,анонимен,преди 2 часа,2,0,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,3,пускат сто годишен влак до Банкя за да може Боко Чекмеджето да си спомни младостта.,100 годишен влак,преди 2 часа,3,5,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,2,"Това е показен жест за ""уважение"" към банкянския *** ли ? Боко сам ли си е поръчал мотрисата ? За какво му е ? Та той вече мирише на умряла риба ! И ...някой да го е чувал и виждал , след като Чорапът му се изхрачи върху глупавата тиква ?",Съвременник,преди 2 часа,5,3,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724083-bdzh-puska-dnes-istoricheska-retro-motrisa-po-liniyata-sofiya-bankya,БДЖ пуска днес историческа ретро мотриса по линията София – Банкя,07.06.2026 | 07:44 ч.,,1,"Всички линии на БДЖ са ретро, на ниво 80-те години на миналия век.",Шкода вагонка,преди 3 часа,5,2,2026-06-07 10:52:26
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,13,Тракийците да се сърдят на македонците във властта в София тогава.,анонимен,преди 9 минути,1,0,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,12,"Не е ли по-добре да се анатемосат Фердинанд и българските политици, които са предизвикали това, нападайки тъппо и глупаво Сърбия, като знаят, че Турция, Гърция, Сърбия точно това очакват, а Румъния е декларирала, че ще се намеси, ако има война между Съюзниците?",анонимен,преди 14 минути,1,0,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,11,какво ли е декламирала йотова кви ли велики мисли е споделила,ах,преди 1 час,3,0,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,10,Как пък да не. То светец не се става само защото си избит. Плюс това са и езичници. Някой хора съвсем ги хапе коня,анонимен,преди 1 час,1,3,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,9,"Разказите са на баба ми, която тогава е била на 8 години,дядо ми на 14. Живеели са в Еникьой, Узункюприйско. Едва са се измъкнали живи.Единият ми прадядо е оставил 400 дка земя,12 чифта волове, към 20 крави и овцете не помнеше колко точно.Златото са заровили в земята с надеждата да се върнат.С последни сили са влезли в нашата територия. Много от селото,които са се забавили с няколко часа са били убити.Това е историята.Имаме и карта на къщите,в Й/Еникьой/.по спомени на оцелелите и опис на имоти и",Наследник,преди 1 час,5,1,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,8,"Изказването е на депутата г-н Тошко Йорданов, че след като изготят бюджета църквата може да започне да канонизира за светци хората в неравностойно положение понеже издръжката от държавата е минус.",Istinata,преди 2 часа,1,0,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,7,"До: Х 1. Избити от редовната турска войска по време на междусъюзническата война 1913 година. Не търси под вола теле, а чети исторически документи.",Ада на чебурашките,преди 2 часа,4,1,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,6,"На база изказване от трибуната на народното събрание, че йойто успее трябва да го направят светец за бюджета имам в предвид който не успяха да изготвят 2025г за 2026г.",Istinata,преди 2 часа,1,0,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,5,Да не са направили бюджета на държавата и да им е стигнал на депутатите и църквата.,Istinata,преди 2 часа,1,1,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,4,До: Гост 666-пий си хапчетата бе o лигyфрeн,анонимен,преди 2 часа,6,0,2026-06-07 10:52:29
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,3,Поредната интрига на ***!,русофил,преди 2 часа,2,1,2026-06-07 10:52:31
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,2,"Ний станахме като сърбежите! По канон канонизира се човек, който си е отдал живота за Православието, бил е морален живеел е за Св. Тайнства, или пък се мъчил за Православието, гонен притесняван или е убит за вярата. Всичко друго е политизирано.",анонимен,преди 3 часа,4,3,2026-06-07 10:52:31
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724082-kam-sv-sinod-200-trakiyski-detsa-da-badat-kanonizirani-v-svettsi,Към Св. Синод: 200 тракийски деца да бъдат канонизирани в светци,07.06.2026 | 07:30 ч.,,1,Това масово клане е извършено от Гърция и гърците!,Х,преди 3 часа,5,6,2026-06-07 10:52:31
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724081-ishtar-tseliyat-svyat-tryabva-da-znae-za-praznika-na-rozata,Ищар: Целият свят трябва да знае за Празника на розата,07.06.2026 | 07:14 ч.,,2,"А нещо за геноцида в Газа не каза ли.Цял свят бойкотира евреите,ние ги каним тук да ни пеят.Срам!",Бако,преди 1 час,7,4,2026-06-07 10:52:33
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724081-ishtar-tseliyat-svyat-tryabva-da-znae-za-praznika-na-rozata,Ищар: Целият свят трябва да знае за Празника на розата,07.06.2026 | 07:14 ч.,,1,"Това не беше ли мъж, преврънъл се на джендер-мендер-жена?",анонимен,преди 3 часа,0,13,2026-06-07 10:52:33
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,8,"Ритарди Би готвеше в кухнята, изпи 3 литра кефир, разпърдя се и я помолиха да напусне.",анонимен,преди 51 секунди,0,0,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,7,"до щракачите злобари : я споделете вие къде сте били в чужбина , какво сте постигнали в животеца ви жалък , погледнете тая до вас . банковите си сметки ако въобще имате такива не ги поглеждайте .",и така,преди 21 минути,0,0,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,6,"И аз съм...посещавал индиския ресторант в Лондон. Помня че...хапнах Пиле тандури и за десерт Масала доса с пълнеж от сладък фастъчен крем. Нищо особено,обикновени манджи.",Гошо...Тъпото,преди 1 час,0,0,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,5,И това трябва да е новина ли? След като има хиляди други по-важни. Дришo плаща ли ви?,Възмутен,преди 1 час,3,0,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,4,"""Григор и Ейса от лазурния бряг в Лондон "".От кога Лондон се е преместил на лазурния бряг.",анонимен,преди 1 час,3,1,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,3,Тия пак се правят на интересни!Да ходят където си искат. Това няма нищо общо с проблемите на нормалните хора.,Безразличен,преди 2 часа,2,0,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,2,"А нас , българите , какво ни топли това , че Глигорка се кефи в обкръжението на някакви индийци ли са , пакистанци ли са, мароканци ли са ? И ....какъв българин е Глигорчо ? Та той един сет не е играл на българска територия ! А и вече си е твърд пенсионер за големия тенис.",Спортист,преди 2 часа,4,4,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724079-grigor-i-eysa-ot-lazurniya-bryag-v-london,Григор и Ейса от лазурния бряг в Лондон,07.06.2026 | 06:45 ч.,,1,Туй е голямо събитие. Как бате Гришо похапва в индийски ресторан.,анонимен,преди 3 часа,13,3,2026-06-07 10:52:36
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724078-13-000-na-lazur-dariha-v-macha-na-nadezhdata,"13 000 на ""Лазур"" дариха в Мача на надеждата",07.06.2026 | 06:30 ч.,,3,брех таз йотова утепала се от пътуване,малиии,преди 59 минути,1,0,2026-06-07 10:52:39
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724078-13-000-na-lazur-dariha-v-macha-na-nadezhdata,"13 000 на ""Лазур"" дариха в Мача на надеждата",07.06.2026 | 06:30 ч.,,2,Да се видят каква е оценката на хората за тях,анонимен,преди 2 часа,0,1,2026-06-07 10:52:39
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/1-bulgaria/724078-13-000-na-lazur-dariha-v-macha-na-nadezhdata,"13 000 на ""Лазур"" дариха в Мача на надеждата",07.06.2026 | 06:30 ч.,,1,Само за тенискта 19 Йотова що материал е отошъл,анонимен,преди 2 часа,1,0,2026-06-07 10:52:39
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,22,Моята прocтотuя е естествена и наследствена,Гост 666,преди 1 час,0,3,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,21,"Християнството е наложено НАСИЛСТВЕНО на българите, след унизителна военна загуба на хан Борис от Василевса. Това е норма в християнството. Отто също насилствено християнизира Германия, например.",анонимен,преди 1 час,1,4,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,20,"И ти нямаш биологичен баща,и кво от това бе тролей жалък???","До 33,34",преди 1 час,2,2,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,19,"""О лигофрени"" са хората с нарушен разум, приемащи за възможно, жена да зачене и роди Исус, без да има биологичен баща!",анонимен,преди 1 час,1,3,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,18,"*** са хората с нарушен разум, приемащи за възможно, жена да зачене и роди Исус, без да има биологичен баща!",анонимен,преди 1 час,1,3,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,17,Ама ти наистина си о лuroфрeн...,До 31,преди 1 час,3,1,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,16,"Единствено човек с нарушен разум, може да приеме за възможно, жена да зачене и роди Исус, без да има биологичен баща!",анонимен,преди 1 час,1,3,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,15,Tadata - live upbeat music .... tatada .... https://youtu.be/b-I2s5zRbHg?list=RDMMMy2FRPA3Gf8,Vol'Jin,преди 1 час,0,0,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,14,До: Гост 666-БОГ да те прости,анонимен,преди 2 часа,3,1,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,13,До: Гост 666-И двете,анонимен,преди 3 часа,3,2,2026-06-07 10:52:42
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,12,А според вас аз шизoфриник ли съм или олuryфрeн,Гост 666,преди 3 часа,0,5,2026-06-07 10:52:45
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,11,"До: Гост 666-Ха-лка, кофти лепило си взело този път",ХАХАХАХАХАААААА,преди 3 часа,5,2,2026-06-07 10:52:45
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,10,"Тиквите не са узрели още, какво ще чегъртат хората.",Макактака,преди 3 часа,2,0,2026-06-07 10:52:45
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,9,"до Гост 666: не съм ти използвал името, но искам да ти кажа, че: 1. голям грях е да се покланяш на дявола и да кълнеш; 2. смъpmma не е край, а ВРАТА КЪМ ВЕЧНОСТТА където всеки ще получи според това, което е заслужил тук на Земята. Абсолютно безпредметно е да кълнеш за смъpm защото самото преминаване през ""вратата"" по никакъв начин не променя участта на душата - ако е вършила добри дела отива в рая, ако не - на другото място, но присъдата не зависи от датата на преминаване, разбираш ли???",Православен,преди 3 часа,2,3,2026-06-07 10:52:45
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,8,А и казвахме на куpBатa да не те събира от земята с вилицата...,До гост 666,преди 3 часа,3,5,2026-06-07 10:52:45
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,7,От утре понеделник 8 юни до 29 юни са Петровите или апостолски пости. ЧЕСТИТ ПРАЗНИК ДНЕС И ЛЕК И СПАСИТЕЛЕН ПОСТ на всички от утре!,ОТ УТРЕ,преди 3 часа,1,2,2026-06-07 10:52:45
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,6,"Свети Йоан Рилски живее дълги години в отшелничество. По-късно при него идват и други братя. Св. Иван основава манастир с ЦЪРКВА, ЛИТУРГИЯ и ПРИЧАСТИЕ. Престани да хулиш светията и Светата православна църква, Веселине, за да не те накаже Господ за безумието ти.",Свети Йоан Рилски,преди 3 часа,3,2,2026-06-07 10:52:45
dnes.bg,https://www.dnes.bg/c/448-svobodno-vreme,https://www.dnes.bg/a/448-svobodno-vreme/724077-pravoslavnata-tsarkva-otbelyazva-nedelyata-na-vsi-svetii,Православната църква отбелязва Неделята на вси светии,07.06.2026 | 06:15 ч.,,5,"До: Луцифер-госте, наистина не си нормално",анонимен,преди 3 часа,3,0,2026-06-07 10:52:45
