source_site,category_url,article_url,article_title,article_published_at,article_views,comment_index,comment,author,comment_date,likes,dislikes,scraped_at
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,238,"Пак гласятнещо с патерица сияние то е ясно ама ,няма да го бъде",анонимен,преди 2 дни,8,1,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,237,"Абе,папагал,престани да повтаряш едни и същи глупости,че вече ни втръсна.",До 253,преди 2 дни,3,2,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,236,"Борисов е пpocт, ама Радев е 200ста пъти по пpocт...щото е военен",MaйMyнaтa,преди 2 дни,10,7,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,235,"За Пълен Потрес ще гласуват само някакви напълно заблудени разносвачи на пица и офисен планктон, дето си мислят, че е много ""Куул"" да си лилав...Нормалните хора отдавна отписахме тези продажни от.па. дъци...",Аха,преди 2 дни,8,6,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,234,"Боташ, шарлатани, Гюро- това са заслугите на радев за България",Резидента,преди 2 дни,9,3,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,233,"А пък ""приятелят""на Боко,Тръмп е на 78 и всички сме свидетели на лудостта му.",До 245,преди 2 дни,6,1,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,232,гласувайте за Радев щом искате да върнем обратно нулите на банкнотите само че в рубли,анонимен,преди 2 дни,14,4,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,231,"гласувайте за ген. Радев да си оправим потъпканите отношения с братска Русия, това ще се почувства от народа! руснаците не искат от нас войници, те искат приятели!",инж. павел павлов,преди 2 дни,1,13,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,230,Радев бил доста по млад?!? Той е с 3 години по млад от Борисов! Само че Борисов стана кмет на София още в началото на 40те си години а руския льотчок на 63 години се сетил да влиза в политиката,анонимен,преди 2 дни,9,3,2026-04-11 17:06:36
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,229,"бе как 33,5% вчера бяха 49% вчера броих поддръжниците ни .",куртев,преди 2 дни,11,0,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,228,"Неудачниците, които чакат спасителя да се появи и да им напълни хладилника са много. Тарикатите, които ще ги яхнат и обяздят са олигарсите, които финансират радев. Бедния будала ще бъде пак беден, радев и неговата шайка отсега се наредиха на трапезата за голямото лапане.",Неудачници,преди 2 дни,7,1,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,227,за ххлебват софите - като едни истински цоцо цциолози,тобре,преди 2 дни,3,1,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,226,"Да,""Сияние"" е новата патерица.Ако влязат,де.",Анонимен,преди 2 дни,3,3,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,225,Всеки глас за ГЕРБ е глас за Пеевски във управлението на България.,Всеки,преди 2 дни,6,11,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,224,гласувайте за Радев щом искате да ви пращат наборници пушечно месо в Украйна,анонимен,преди 2 дни,7,3,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,223,"За Пълен Потрес ще гласуват само някакви напълно заблудени разносвачи на пица и офисен планктон, дето си мислят, че е много ""Куул"" да си лилав...Нормалните хора отдавна отписахме тези продажни от.па. дъци...",Аха,преди 2 дни,8,3,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,222,"Време е народа да подкрепи Радев. Така, че берачите за гъби да си дадат един ден почивка и да отидат да гласуват.",анонимен,преди 2 дни,6,15,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,221,Още Боташи искат хората 100%,Анонимен,преди 2 дни,9,3,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,220,"Радев да даде десятък и на бързо ще се сдобие с още вот, като пасторите пророкуват, че той ще е чакания месия.",анонимен,преди 2 дни,5,3,2026-04-11 17:06:39
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,219,25 години един и същ сериал чак се чудя как не му омръзва на народа. Преди изборите 33% след изборите оставка и пак наново пак борим мафии пак драми. Докато дойде следващия месия гладен и бос и таман се нахрани и следващия,09,преди 2 дни,6,2,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,218,Радев ще вземе поне едни 40 процента според мен.Партия Сияние е създадена с цел да се разпръсква вота и да се намалява вота за Прогресивна България-,анонимен,преди 2 дни,5,14,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,217,"Така изглежда.С уважение към мъката на Николай Попов,но сам си каза,че не съжалява за участието си в ГЕРБ.Освен това плюе яростно по ПП ДБ,което потвърждава съмненията ми,че ГЕРБ си подготвиха патерица.",До 229,преди 2 дни,4,4,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,216,"След изборите Радев, копейкин и Крум зарков ще играят заедно. Те са от едно котило ( дс- бкп-кгб). И тогава постепенно забравете за ЕС и добре дошли в Съветски съюз. Няма да има бизнес и екскурзии в Италия, Испания, Франция......Няма да ходите на море в Гърция, няма евро. Ще ходите само в Масква на красная площадь да си правите селфи на мавзолея на сифилистика Ленин и на екскурзии в Сибир. Радев, копейкин и зарков ще продължат да си водят щурвите из Европа и да си трупат милионоте в евро.",Резидента,преди 2 дни,9,6,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,215,"И днес установявам, че пепедеберастите, заедно с нахраненините от ""равноотдалеченият"" от партиите гюров инфлуенсъри, са залели социалните мрежи и форумите с брутални лъжи и внушения. Е, няма да помогне нито това, нито ""нашето"" МВР на спихналата петроханска подкрепа. Иначе казано - около 7 - 7.5 процента на изборите.",анонимен,преди 2 дни,9,4,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,214,"Развалихте празниците на Борисов, сега ще вдигне кръвно.",Еееееее,преди 2 дни,4,8,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,213,Борисов е дядка - на 67 години. Радев е доста по-млад.,до 224,преди 2 дни,4,9,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,212,"Гласувайте за Радев да разбием мафията ГЕРБ-НН, която 20 години изсмуква жизнените сокове на България и краде де-що има.",анонимен,преди 2 дни,9,12,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,211,"Гледам голямото Д никакво го няма,а тиквата сипе каламбури,демек,не ми пука.Пуснсли са аватарите да им вдигат....процентите.",Анонимен,преди 2 дни,5,5,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,210,СИЯНИЕ ли ще са новото ИТН (патерица) на Тиквата и Св ин ята ?,анонимен,преди 2 дни,6,3,2026-04-11 17:06:41
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,209,134 депутата. точка,кикот,преди 2 дни,4,0,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,208,"М-р Кеш Боташов разчита на турците, щото им осигури по милионче на ден.",анонимен,преди 2 дни,5,4,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,207,"Интересно - совата дават 33+ процента, а другите само 22-3",НСО,преди 2 дни,6,2,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,206,Тоя дядка Радев няма шанс. Борисов ще го разбие.,анонимен,преди 2 дни,8,5,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,205,Гербави,Анонимен,преди 2 дни,5,5,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,204,"Баце ше ги утепа, Шиши ше ги изкърти.",анонимен,преди 2 дни,6,4,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,203,"Погледнато без емоции, разликата между Радев и Борисов няма да бъде повече от 8 процента, а тази между Борисов и Василев - по-малко от 12 процента. За щастие ще имаме възможност да коментираме и след изборите.",УМЕН,преди 2 дни,1,2,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,202,Тоя гнyceн чopбар ще го изметем от политическата сцена! Само Левски!,София Запад,преди 2 дни,3,5,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,201,Възмездие за грабителите на народа с бюлетина номер 14!,анонимен,преди 2 дни,3,2,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,200,Сега Бойко трябва да му прави мръcно няколко години и да имаме избори през 3 месеца докато гpoзноватия льoтчик не стане политически тpyn,анонимен,преди 2 дни,8,2,2026-04-11 17:06:44
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,199,"Щом ""Сова Харис""дава такива резултати,значи за Радев са много повече.",Анонимен,преди 2 дни,4,11,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,198,"Радев с 93-94 депутата си е баят страшничко за всеички. Ако това Сияние влезе, и се коалират с БСП и Радев ... уоу.",анонимен,преди 2 дни,2,4,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,197,Щом,Анонимен,преди 2 дни,0,0,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,196,Бившия пилот...,анонимен,преди 2 дни,4,3,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,195,"Какъв шамар го чака пилота, та чак ще мине на авто-пилот...",анонимен,преди 2 дни,17,5,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,194,"Трябва да са много зле с рейтинга ППДБ, щом с ""наше МВР"", ""наше рравителство и наша ЦИК, им дават смо 11%.",ППДБв свободен пад,преди 2 дни,9,1,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,193,"Не 33,5 %, а НАД 99,5 % е подкрепата за другаря Радев.",лъжат другари !,преди 2 дни,13,2,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,192,България за българите с бюлетина номер 14!,анонимен,преди 2 дни,1,4,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,191,"До: Генерал Лебед Ще коментираме след изборите само фактите, а не червеникавите сънища на придворния социолог. Така че си приготви носни кърпички. Много!",анонимен,преди 2 дни,9,1,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,190,"тази нещо са се объркали, проценттите на Радев са 100",xa xa xa,преди 2 дни,6,3,2026-04-11 17:06:46
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,189,Пп Дб бутнали правителството ! Пак процентите падат?!Дали е 30% или 60% едни и същи резултати вадят за някой партии!!Тва при грешка над определен процент да се взимат лицензите на тия агенции !!,анонимен,преди 2 дни,5,1,2026-04-11 17:06:49
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,188,Добри пари правят за реклама соцолозите. Само избори да има.,Анонимен,преди 2 дни,8,0,2026-04-11 17:06:49
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,187,"До 198 И нищо не знаеш за ТУРЦИТЕ, така че мълчи!",анонимен,преди 2 дни,2,2,2026-04-11 17:06:49
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,186,"До 198 КАКВО Е БЕ! МЛАКНИ, БЕ!",анонимен,преди 2 дни,0,1,2026-04-11 17:06:49
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,185,Рундьо със сигурност ще вкара Банкянския в Затвора.,анонимен,преди 2 дни,0,13,2026-04-11 17:06:49
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",09.04.2026 | 12:07 ч.,,184,"Ако чета коментарите, направо се чудя, как Радев има повече от 2% ...",анонимен,преди 2 дни,11,2,2026-04-11 17:06:49
